年份,期号,号1,号2,号3,号4,号5,号6,特码
2022,214,43,11,04,20,44,03,41
2022,215,05,14,41,36,21,40,26
2022,216,45,14,40,30,04,05,47
2022,217,46,14,28,07,45,16,25
2022,218,28,03,37,12,33,09,18
2022,219,24,44,20,03,23,32,41
2022,220,11,24,02,48,23,06,15
2022,221,39,23,04,28,06,31,47
2022,222,01,09,03,22,08,35,24
2022,223,15,24,43,44,48,46,04
2022,224,09,43,22,47,32,38,24
2022,225,20,45,30,13,32,01,10
2022,226,43,36,09,12,06,45,47
2022,227,26,03,12,24,19,07,39
2022,228,24,06,18,21,05,45,35
2022,229,12,04,36,44,33,19,39
2022,230,46,26,06,19,22,12,41
2022,231,28,06,33,04,38,09,15
2022,232,25,36,08,21,14,18,22
2022,233,27,19,35,01,04,40,41
2022,234,11,37,22,47,45,27,31
2022,235,33,04,45,23,06,02,31
2022,236,10,47,44,27,39,15,09
2022,237,41,11,43,45,47,14,27
2022,238,07,45,33,35,37,38,20
2022,239,11,12,35,23,10,01,17
2022,240,18,19,29,22,34,20,05
2022,241,03,36,13,34,24,42,06
2022,242,14,42,30,31,41,18,33
2022,243,03,45,05,18,42,16,49
2022,244,18,30,23,20,03,40,26
2022,245,32,02,21,37,39,04,29
2022,246,31,03,01,38,25,10,46
2022,247,30,05,10,02,39,29,04
2022,248,34,32,14,16,13,43,10
2022,249,42,37,35,38,24,34,13
2022,250,22,05,07,14,17,10,21
2022,251,11,33,32,16,41,17,38
2022,252,13,21,02,07,39,32,25
2022,253,08,06,29,42,04,43,05
2022,254,01,03,34,42,40,41,43
2022,255,36,48,03,18,27,43,20
2022,256,48,44,14,22,30,24,19
2022,257,38,34,30,22,15,49,07
2022,258,27,18,39,01,17,24,12
2022,259,09,26,01,49,38,34,17
2022,260,02,16,05,42,44,04,08
2022,261,06,29,33,48,20,31,18
2022,262,22,26,19,08,05,20,03
2022,263,37,05,06,34,48,24,40
2022,264,08,27,24,13,31,49,06
2022,265,42,44,04,05,26,10,49
2022,266,40,31,09,29,20,37,45
2022,267,34,40,20,37,48,30,09
2022,268,32,07,31,05,47,24,04
2022,269,24,10,08,23,14,37,21
2022,270,09,43,44,32,42,39,04
2022,271,15,14,43,11,09,23,01
2022,272,37,28,29,04,42,18,07
2022,273,40,06,10,38,04,49,47
2022,274,20,37,10,27,16,08,48
2022,275,48,49,03,09,15,38,18
2022,276,45,48,36,09,44,19,12
2022,277,27,13,03,20,36,02,14
2022,278,45,20,48,21,19,35,03
2022,279,10,29,49,22,35,41,20
2022,280,26,20,10,09,01,45,18
2022,281,05,12,22,28,15,16,49
2022,282,45,24,10,12,22,18,28
2022,283,29,36,06,28,45,22,18
2022,284,25,14,27,28,33,49,40
2022,285,36,45,07,14,30,08,37
2022,286,41,38,03,49,04,22,09
2022,287,21,13,11,15,04,18,43
2022,288,06,13,03,11,09,38,26
2022,289,17,05,08,11,28,01,45
2022,290,26,04,32,34,11,22,19
2022,291,20,37,17,33,44,12,35
2022,292,23,49,28,03,45,42,47
2022,293,35,36,42,17,33,07,06
2022,294,21,18,05,23,41,44,06
2022,295,23,09,19,27,33,44,10
2022,296,26,34,43,36,30,40,14
2022,297,14,34,46,01,02,18,17
2022,298,01,11,04,35,34,13,39
2022,299,32,48,07,33,26,04,03
2022,300,41,25,43,04,49,23,42
2022,301,20,24,36,16,49,13,09
2022,302,13,08,06,30,49,05,44
2022,303,08,43,25,37,24,48,23
2022,304,18,44,26,37,16,46,02
2022,305,35,19,20,13,23,44,48
2022,306,01,34,04,28,20,31,33
2022,307,25,23,08,46,44,49,30
2022,308,25,31,39,26,06,44,36
2022,309,15,28,35,43,13,11,33
2022,310,33,31,39,16,49,14,46
2022,311,45,48,34,42,13,18,20
2022,312,05,21,44,26,27,38,01
2022,313,28,37,38,01,49,20,10
2022,314,17,42,41,20,18,37,15
2022,315,47,36,48,33,16,13,14
2022,316,03,37,25,38,12,24,44
2022,317,27,19,22,31,12,06,38
2022,318,34,23,26,16,44,43,11
2022,319,04,06,48,28,42,41,03
2022,320,28,32,49,40,41,23,38
2022,321,33,37,40,05,19,32,17
2022,322,40,48,07,34,32,41,05
2022,323,37,02,24,10,25,32,05
2022,324,40,02,12,29,27,21,01
2022,325,07,27,35,29,47,33,08
2022,326,49,35,10,24,08,15,11
2022,327,03,45,10,07,01,27,11
2022,328,19,20,34,41,12,35,30
2022,329,36,43,17,24,15,47,31
2022,330,15,29,33,31,39,09,38
2022,331,06,31,18,46,38,36,29
2022,332,44,37,35,06,21,36,20
2022,333,48,30,17,16,02,04,24
2022,334,30,21,43,48,15,42,45
2022,335,21,13,34,28,42,27,26
2022,336,45,44,39,27,24,29,01
2022,337,08,13,14,31,16,39,21
2022,338,21,48,02,44,07,38,37
2022,339,18,07,30,25,46,11,29
2022,340,36,38,42,48,39,07,06
2022,341,43,35,13,46,45,38,07
2022,342,19,33,04,42,10,37,03
2022,343,13,36,01,44,17,31,03
2022,344,19,41,47,25,16,49,38
2022,345,12,48,28,04,31,47,25
2022,346,31,45,30,44,49,09,36
2022,347,32,03,23,31,02,48,26
2022,348,25,16,39,24,10,03,45
2022,349,43,29,10,12,15,04,41
2022,350,43,29,07,10,01,32,33
2022,351,17,47,49,14,20,07,48
2022,352,37,17,29,36,26,38,10
2022,353,34,41,48,25,17,47,02
2022,354,48,12,18,32,23,04,26
2022,355,48,31,10,19,38,15,13
2022,356,47,21,29,30,13,09,35
2022,357,37,10,06,43,02,42,30
2022,358,10,12,49,48,38,32,47
2022,359,24,42,23,18,10,16,48
2022,360,47,03,24,12,44,16,46
2022,361,38,47,28,35,34,09,48
2022,362,32,02,10,43,06,08,07
2022,363,27,36,33,42,20,11,49
2022,364,47,48,03,46,20,35,17
2022,365,06,21,10,20,03,45,22
2023,001,01,49,14,23,31,46,32
2023,002,34,48,41,24,30,04,39
2023,003,10,35,43,30,47,36,18
2023,004,26,21,13,03,49,41,39
2023,005,44,09,21,36,03,49,41
2023,006,32,12,26,20,08,48,47
2023,007,14,47,42,27,23,39,26
2023,008,43,11,30,28,20,05,06
2023,009,14,23,26,49,18,43,09
2023,010,24,12,20,46,42,15,09
2023,011,06,20,27,25,44,05,16
2023,012,06,02,23,22,10,03,49
2023,013,35,20,12,44,07,36,15
2023,014,36,07,16,39,01,30,13
2023,015,40,42,30,16,07,08,12
2023,016,43,25,38,06,17,11,36
2023,017,23,33,13,07,49,05,48
2023,018,35,29,17,11,46,32,26
2023,019,30,45,15,17,12,19,32
2023,020,44,31,26,04,38,03,49
2023,021,47,37,27,39,19,18,45
2023,022,40,12,14,19,18,02,07
2023,023,17,47,34,44,27,13,40
2023,024,02,38,01,48,27,11,36
2023,025,04,11,16,38,29,26,09
2023,026,45,06,43,25,05,34,32
2023,027,12,43,30,09,02,36,35
2023,028,45,19,12,48,28,20,02
2023,029,24,47,40,42,08,36,18
2023,030,07,01,43,48,37,44,36
2023,031,23,09,42,44,37,10,11
2023,032,38,07,08,01,30,19,11
2023,033,14,16,13,41,07,20,04
2023,034,02,30,15,41,34,42,47
2023,035,34,10,42,27,32,38,48
2023,036,09,35,03,14,01,42,04
2023,037,47,23,44,45,39,42,21
2023,038,41,04,01,21,47,38,30
2023,039,17,42,10,08,07,26,09
2023,040,18,01,22,39,28,02,31
2023,041,09,37,29,34,05,22,23
2023,042,06,20,19,34,02,16,05
2023,043,06,41,23,13,21,05,39
2023,044,08,32,44,49,15,07,11
2023,045,31,03,07,26,05,18,16
2023,046,44,25,11,13,40,08,30
2023,047,38,45,43,28,02,31,12
2023,048,10,19,25,26,29,22,02
2023,049,35,16,29,11,19,43,13
2023,050,22,26,32,43,11,49,23
2023,051,40,35,29,26,46,11,05
2023,052,27,01,03,08,29,28,26
2023,053,35,31,38,41,43,36,21
2023,054,24,19,14,37,45,43,46
2023,055,18,27,11,46,31,03,06
2023,056,01,35,31,16,48,28,21
2023,057,18,24,32,21,30,38,03
2023,058,39,37,09,19,16,47,49
2023,059,41,45,49,31,40,44,39
2023,060,17,36,45,02,48,11,04
2023,061,16,12,39,27,36,41,46
2023,062,45,40,33,08,39,46,27
2023,063,10,35,49,22,34,33,32
2023,064,26,28,45,08,21,02,46
2023,065,41,30,10,17,34,14,09
2023,066,47,24,23,02,27,28,42
2023,067,27,33,38,13,43,39,08
2023,068,25,22,08,17,14,46,48
2023,069,40,25,43,12,32,06,20
2023,070,36,28,17,37,22,01,40
2023,071,11,42,13,43,10,32,49
2023,072,48,33,17,40,20,16,06
2023,073,27,12,42,01,10,24,09
2023,074,40,12,20,08,33,29,02
2023,075,39,45,19,09,11,49,18
2023,076,09,12,38,14,47,45,07
2023,077,47,30,37,39,22,44,21
2023,078,45,30,05,49,25,22,37
2023,079,22,25,15,41,48,12,05
2023,080,13,10,39,28,22,21,19
2023,081,21,24,18,17,27,39,35
2023,082,23,30,13,36,43,02,25
2023,083,11,16,18,15,44,28,01
2023,084,25,43,34,04,20,38,39
2023,085,36,38,40,24,31,06,37
2023,086,32,37,14,24,01,10,30
2023,087,03,45,18,01,14,44,31
2023,088,06,32,17,14,37,47,27
2023,089,29,05,31,08,14,45,06
2023,090,21,13,41,12,24,48,30
2023,091,06,08,13,32,40,28,35
2023,092,48,27,17,20,39,10,33
2023,093,02,49,37,16,36,04,44
2023,094,09,05,39,43,38,11,01
2023,095,11,30,09,25,41,04,24
2023,096,25,16,08,07,01,26,04
2023,097,18,40,30,47,14,44,13
2023,098,39,35,16,21,45,11,28
2023,099,08,11,32,44,29,04,06
2023,100,35,38,29,39,41,02,08
2023,101,49,21,41,35,45,32,23
2023,102,30,19,35,41,10,46,47
2023,102,30,19,35,41,10,46,47
2023,103,15,16,12,20,31,23,39
2023,104,06,29,17,31,12,26,24
2023,105,47,44,24,40,20,12,33
2023,106,43,48,41,12,30,45,16
2023,107,19,04,06,47,46,21,28
2023,108,39,49,41,09,47,11,20
2023,109,47,38,26,03,15,09,36
2023,110,29,35,44,49,13,11,16
2023,111,37,12,36,13,45,16,18
2023,112,43,17,48,47,12,40,14
2023,113,41,15,23,48,32,13,01
2023,114,31,11,25,26,23,17,43
2023,115,04,39,40,46,49,32,15
2023,116,07,14,02,21,06,28,49
2023,117,22,30,38,03,39,14,41
2023,118,41,30,13,02,15,10,01
2023,119,33,16,20,23,22,48,28
2023,120,25,27,49,39,37,22,44
2023,121,08,23,42,41,03,20,30
2023,122,09,45,37,01,28,30,42
2023,123,48,40,15,19,36,04,21
2023,124,42,34,26,32,28,29,35
2023,125,09,26,28,05,16,12,22
2023,126,24,29,10,38,20,31,11
2023,127,05,42,30,20,28,24,02
2023,128,20,07,14,12,23,47,31
2023,129,07,46,34,15,45,14,35
2023,130,40,14,24,18,07,32,21
2023,131,28,05,38,23,29,08,43
2023,132,46,28,05,26,20,03,06
2023,133,30,06,15,26,13,12,43
2023,134,31,19,15,45,36,02,09
2023,135,08,06,03,09,12,27,07
2023,136,04,43,31,32,03,24,14
2023,137,19,18,29,43,07,33,06
2023,138,47,33,49,17,16,29,01
2023,139,24,09,39,36,12,11,07
2023,140,37,29,33,25,41,45,13
2023,141,49,36,41,19,15,14,17
2023,142,28,47,26,49,34,03,05
2023,143,41,32,44,12,46,25,29
2023,144,25,28,16,49,34,26,37
2023,145,44,33,20,30,04,46,06
2023,146,01,36,44,16,43,30,14
2023,147,09,11,29,47,30,08,22
2023,148,15,42,38,41,37,31,01
2023,149,10,03,12,29,14,31,33
2023,150,15,14,29,02,04,07,06
2023,151,15,29,43,16,35,33,30
2023,152,32,23,19,41,29,17,12
2023,153,22,23,42,29,37,12,19
2023,154,35,47,01,25,08,32,03
2023,155,38,36,42,40,23,21,07
2023,156,04,22,37,01,25,46,43
2023,157,48,03,33,49,35,46,44
2023,158,29,38,49,48,18,10,04
2023,159,31,08,01,20,38,45,14
2023,160,22,45,01,03,24,17,42
2023,161,41,19,34,12,15,44,05
2023,162,07,28,26,11,02,24,17
2023,163,35,31,39,30,06,44,37
2023,164,15,42,04,26,02,30,10
2023,165,14,22,01,05,40,16,17
2023,166,27,41,07,04,25,17,06
2023,167,49,31,01,15,18,32,46
2023,168,18,29,21,33,42,49,12
2023,169,46,42,02,26,32,30,04
2023,170,15,31,34,24,05,01,10
2023,171,39,35,48,47,41,09,10
2023,172,38,40,03,31,33,08,12
2023,173,40,10,08,31,09,25,36
2023,174,34,20,12,19,28,18,41
2023,175,30,37,12,44,24,20,06
2023,176,26,43,37,45,46,02,32
2023,177,33,24,40,32,34,01,44
2023,178,35,21,10,18,14,36,02
2023,179,48,28,35,07,25,03,04
2023,180,48,24,40,16,38,22,34
2023,181,32,02,17,45,08,19,23
2023,182,01,04,41,18,29,32,08
2023,183,16,03,25,23,49,37,43
2023,184,25,08,21,19,43,22,36
2023,185,31,07,29,03,46,18,08
2023,186,35,24,04,27,47,18,01
2023,187,01,05,24,34,19,28,31
2023,188,18,04,27,13,31,33,46
2023,189,25,04,07,10,22,41,46
2023,190,42,49,17,23,14,43,03
2023,191,01,21,17,27,29,31,48
2023,192,02,04,35,27,17,29,44
2023,193,44,13,02,37,46,21,08
2023,194,37,08,44,26,43,06,31
2023,195,16,14,47,03,35,36,29
2023,196,24,05,26,04,34,43,47
2023,197,39,10,09,34,40,17,32
2023,198,27,41,34,48,45,33,18
2023,199,33,42,36,21,28,49,08
2023,200,36,34,45,26,42,33,44
2023,201,27,35,32,41,19,29,03
2023,202,33,26,01,27,10,02,04
2023,203,22,14,36,19,06,33,25
2023,204,40,02,17,23,37,15,03
2023,205,03,31,33,17,24,36,11
2023,206,31,21,42,23,03,17,38
2023,207,47,07,19,15,10,37,49
2023,208,04,03,46,24,35,07,28
2023,209,02,03,19,42,39,48,40
2023,210,10,22,08,03,27,06,07
2023,211,22,25,09,23,30,18,28
2023,212,27,39,32,09,26,11,34
2023,213,38,29,09,41,27,46,42
2023,214,12,49,34,48,37,47,14
2023,215,09,12,30,25,29,19,49
2023,216,22,39,12,35,01,20,36
2023,217,41,37,06,01,02,46,18
2023,218,41,10,21,37,11,31,19
2023,219,41,45,31,17,22,30,10
2023,220,18,17,22,46,32,26,20
2023,221,43,26,01,33,27,06,38
2023,222,14,04,34,09,15,38,31
2023,223,12,39,19,05,27,06,09
2023,224,03,28,42,25,07,22,45
2023,225,31,14,13,08,22,16,29
2023,226,13,41,09,31,16,38,20
2023,227,38,21,19,33,31,49,03
2023,228,25,36,26,17,24,45,29
2023,229,28,15,45,37,03,11,33
2023,230,47,07,26,17,44,48,36
2023,231,34,16,01,21,42,41,45
2023,232,40,42,24,02,17,23,13
2023,233,25,23,45,05,41,13,12
2023,234,21,20,34,07,01,43,13
2023,235,27,34,26,48,45,10,04
2023,236,23,22,09,04,37,46,19
2023,237,46,24,29,13,48,23,15
2023,238,19,04,42,30,07,20,23
2023,239,24,04,33,34,11,02,14
2023,240,12,25,30,03,38,36,17
2023,241,45,02,24,17,34,16,20
2023,242,47,07,12,30,37,05,20
2023,243,20,15,08,29,23,16,18
2023,244,07,30,41,36,16,03,25
2023,245,02,20,46,16,36,48,37
2023,246,44,42,29,35,28,39,13
2023,247,24,35,13,47,30,41,03
2023,248,13,49,47,30,39,38,21
2023,249,21,07,27,26,35,09,29
2023,250,07,10,01,34,44,36,14
2023,251,35,38,30,44,42,16,34
2023,252,28,16,33,32,07,42,09
2023,253,18,44,29,42,12,02,26
2023,254,14,37,30,45,28,09,49
2023,255,19,23,17,46,11,15,01
2023,256,28,33,44,26,31,03,34
2023,257,16,24,06,34,14,09,36
2023,258,07,21,16,27,32,41,09
2023,259,14,48,20,30,24,18,29
2023,260,15,46,20,10,48,43,17
2023,261,28,23,09,01,25,27,20
2023,262,40,44,25,46,41,13,31
2023,263,44,27,06,05,36,49,39
2023,264,40,33,27,04,42,06,09
2023,265,40,32,30,37,08,17,25
2023,266,26,42,16,37,14,22,02
2023,267,20,25,44,40,09,13,32
2023,268,43,49,46,05,31,47,03
2023,269,40,48,24,01,02,15,13
2023,270,45,05,42,03,37,28,08
2023,271,10,33,29,22,03,01,39
2023,272,32,41,08,22,31,46,27
2023,273,01,25,15,10,05,39,28
2023,274,25,28,43,09,32,39,13
2023,275,24,46,27,15,43,29,10
2023,276,26,35,48,16,11,18,08
2023,277,45,34,41,11,10,14,18
2023,278,11,29,02,40,44,48,39
2023,279,24,02,46,26,16,15,10
2023,280,11,36,41,09,18,04,46
2023,281,40,44,10,47,01,27,16
2023,282,09,45,01,26,14,11,38
2023,283,39,36,43,10,20,47,33
2023,284,10,39,24,02,42,44,06
2023,285,35,07,21,18,14,47,41
2023,286,05,27,32,02,46,14,19
2023,287,23,06,29,03,36,26,39
2023,288,36,05,34,46,15,04,23
2023,289,43,39,30,28,29,02,21
2023,290,47,37,01,36,05,28,42
2023,291,17,32,39,10,14,25,48
2023,292,34,10,29,45,40,37,25
2023,293,30,41,19,17,26,32,20
2023,294,23,40,20,34,18,16,35
2023,295,07,20,22,40,34,32,44
2023,296,24,25,15,31,08,01,20
2023,297,25,34,37,16,17,42,39
2023,298,22,41,26,45,18,17,32
2023,299,31,36,34,48,41,03,24
2023,300,24,14,38,49,21,09,36
2023,301,18,06,15,07,30,05,25
2023,302,30,23,31,39,11,22,32
2023,303,03,36,24,41,39,26,15
2023,304,12,24,04,31,11,47,28
2023,305,35,43,11,38,22,46,34
2023,306,24,16,41,13,32,20,28
2023,307,30,37,38,19,22,05,16
2023,308,42,19,22,05,16,04,48
2023,309,20,08,07,22,44,03,16
2023,310,17,30,16,06,44,24,13
2023,311,42,45,21,02,15,20,30
2023,312,03,20,43,02,37,26,05
2023,313,17,15,28,48,43,30,10
2023,314,07,25,11,29,21,32,26
2023,315,41,27,18,02,25,40,29
2023,316,23,39,37,02,22,01,48
2023,317,14,02,30,34,33,48,41
2023,318,15,35,11,48,20,01,49
2023,319,14,49,09,35,06,01,42
2023,320,30,25,01,32,08,49,23
2023,321,02,30,06,04,38,41,19
2023,322,31,24,13,48,37,49,32
2023,323,29,05,41,14,36,07,02
2023,324,24,35,30,28,05,02,26
2023,325,02,22,12,05,17,10,07
2023,326,12,46,40,02,31,22,35
2023,327,11,14,06,25,44,15,21
2023,328,13,02,10,49,12,08,01
2023,329,06,09,27,26,02,23,35
2023,330,47,48,12,03,11,29,18
2023,331,13,22,34,08,37,39,46
2023,332,12,18,37,04,16,13,08
2023,333,36,34,35,41,18,33,37
2023,334,15,13,28,46,47,21,06
2023,335,48,45,16,12,03,18,24
2023,336,07,11,49,21,36,30,31
2023,337,48,01,05,17,49,45,16
2023,338,34,29,26,35,19,07,41
2023,339,02,18,44,17,37,01,10
2023,340,18,20,19,35,31,39,46
2023,341,15,23,37,38,49,32,34
2023,342,49,24,09,35,37,44,05
2023,343,16,47,33,18,38,22,01
2023,344,03,46,25,31,40,49,47
2023,345,35,18,22,40,04,20,07
2023,346,40,16,06,43,46,37,09
2023,347,29,11,02,44,01,43,46
2023,348,36,19,47,15,03,02,37
2023,349,15,48,41,23,16,36,28
2023,350,27,19,40,07,49,36,14
2023,351,16,18,34,47,40,05,44
2023,352,29,19,23,13,15,34,41
2023,353,08,23,17,07,36,31,10
2023,354,35,14,07,46,15,06,13
2023,355,10,48,49,08,30,31,18
2023,356,26,46,49,05,14,04,29
2023,357,22,26,47,08,25,38,42
2023,358,49,25,19,43,40,04,01
2023,359,48,21,15,44,03,42,08
2023,360,30,41,25,33,17,38,26
2023,361,21,10,08,42,18,05,19
2023,362,43,02,29,25,18,44,36
2023,363,26,18,35,29,03,48,12
2023,364,48,29,27,35,10,31,01
2023,365,24,49,02,27,07,33,43
2024,001,44,25,03,16,10,20,06
2024,002,30,32,31,39,44,24,26
2024,003,42,40,30,05,14,45,19
2024,004,39,36,28,49,12,24,40
2024,005,01,44,16,22,38,32,19
2024,006,13,35,31,01,05,06,23
2024,007,36,10,03,05,04,08,19
2024,008,27,41,45,22,25,05,20
2024,009,11,17,12,15,22,07,06
2024,010,46,16,01,14,06,02,36
2024,011,45,14,09,24,29,32,43
2024,012,05,21,24,12,15,41,22
2024,013,26,34,38,08,17,24,18
2024,014,43,32,14,17,26,37,20
2024,015,38,29,32,18,20,33,39
2024,016,41,32,25,07,46,27,17
2024,017,49,31,03,39,18,41,23
2024,018,03,04,29,44,27,35,47
2024,019,34,23,19,22,45,27,17
2024,020,04,42,36,16,11,03,29
2024,021,12,15,08,38,36,21,35
2024,022,21,28,36,44,34,30,41
2024,023,11,41,43,33,48,36,20
2024,024,49,41,35,30,03,31,01
2024,025,23,27,21,34,14,10,32
2024,026,18,03,36,06,34,14,30
2024,027,06,23,07,31,18,47,28
2024,028,13,44,05,28,30,32,09
2024,029,19,09,26,30,35,27,16
2024,030,21,27,22,36,23,08,03
2024,031,12,40,31,48,26,15,07
2024,032,35,22,27,46,03,23,40
2024,033,48,44,45,26,29,25,30
2024,034,03,49,42,44,45,48,11
2024,035,12,48,38,15,20,18,44
2024,036,16,41,38,14,25,48,29
2024,037,18,42,20,39,49,04,10
2024,038,31,46,03,38,27,26,06
2024,039,41,17,14,08,10,27,19
2024,040,09,03,25,38,32,42,40
2024,041,45,04,19,12,06,27,41
2024,042,19,02,11,10,17,48,15
2024,043,16,01,29,39,37,07,42
2024,044,43,05,16,34,30,38,02
2024,045,17,09,22,40,37,13,28
2024,046,43,48,49,31,13,40,02
2024,047,14,29,36,10,13,33,09
2024,048,49,09,13,22,42,05,30
2024,049,31,28,44,29,40,36,35
2024,050,03,47,42,44,05,37,39
2024,051,08,36,43,06,29,35,12
2024,052,34,47,36,29,48,02,09
2024,053,10,15,24,47,40,33,25
2024,054,42,14,35,29,15,05,09
2024,055,40,48,22,47,16,18,31
2024,056,37,42,05,17,12,02,23
2024,057,23,31,07,32,47,26,46
2024,058,13,25,28,40,49,43,11
2024,059,15,25,09,43,49,46,30
2024,060,43,45,31,16,27,38,44
2024,061,20,44,13,37,05,26,33
2024,062,43,13,15,37,03,45,49
2024,063,43,25,36,24,18,32,31
2024,064,25,05,37,36,40,02,46
2024,065,18,02,21,16,26,43,04
2024,066,43,47,04,05,37,16,42
2024,067,30,44,23,42,31,01,34
2024,068,23,38,21,18,44,39,20
2024,069,41,40,38,03,19,07,08
2024,070,27,12,09,33,34,14,06
2024,071,48,06,23,29,02,04,03
2024,072,27,13,10,44,45,49,19
2024,073,13,41,07,31,26,27,34
2024,074,19,33,02,31,49,41,16
2024,075,22,26,03,19,44,38,16
2024,076,23,44,15,06,12,27,17
2024,077,09,45,43,41,49,04,32
2024,078,07,11,44,13,42,27,05
2024,079,15,19,42,48,02,34,44
2024,080,39,16,42,11,46,03,38
2024,081,07,05,22,23,21,36,13
2024,082,27,35,33,01,12,19,22
2024,083,38,32,35,25,48,19,22
2024,084,25,09,15,13,23,32,05
2024,085,13,17,47,01,38,12,35
2024,086,02,10,29,31,28,25,11
2024,087,02,21,29,46,43,13,06
2024,088,20,48,46,19,18,06,37
2024,089,24,12,21,18,16,36,13
2024,090,35,37,49,41,11,06,45
2024,091,02,30,17,28,35,49,34
2024,092,18,15,33,44,31,20,24
2024,093,38,10,42,47,03,04,41
2024,094,26,31,35,36,10,44,33
2024,095,30,19,38,01,17,46,48
2024,096,41,27,28,07,30,31,05
2024,097,25,39,13,11,46,30,10
2024,098,25,15,43,21,06,31,46
2024,099,02,18,11,26,23,44,28
2024,100,05,38,35,32,24,06,17
2024,101,29,07,45,06,26,27,21
2024,102,36,41,18,08,07,10,19
2024,103,36,19,33,09,20,03,05
2024,104,17,15,42,39,32,24,35
2024,105,19,07,14,10,30,16,49
2024,106,25,46,49,47,01,36,16
2024,107,26,21,04,12,16,45,46
2024,108,17,23,21,05,47,41,46
2024,109,22,41,30,40,02,25,43
2024,110,21,34,10,35,24,06,48
2024,111,18,01,40,16,37,34,43
2024,112,35,44,48,29,45,36,43
2024,113,39,37,48,49,05,19,24
2024,114,34,07,43,19,39,01,18
2024,115,23,46,10,44,20,33,29
2024,116,02,11,15,12,20,08,10
2024,117,43,09,14,29,19,45,25
2024,118,41,26,40,43,46,49,21
2024,119,09,16,20,02,27,40,32
2024,120,21,10,05,32,25,22,29
2024,121,15,24,08,43,33,47,02
2024,122,25,10,02,20,40,15,36
2024,123,09,07,19,11,10,31,21
2024,124,24,36,10,02,44,34,22
2024,125,19,17,09,26,15,35,12
2024,126,20,44,33,45,23,14,07
2024,127,19,41,45,30,34,15,48
2024,128,05,24,12,45,14,25,02
2024,129,19,08,28,21,47,33,49
2024,130,13,01,32,47,21,31,17
2024,131,23,31,12,27,05,43,04
2024,132,25,46,06,18,39,44,37
2024,133,08,09,14,03,23,04,19
2024,134,34,05,49,23,38,31,07
2024,135,03,17,44,34,47,40,46
2024,136,31,09,47,26,36,10,44
2024,137,20,42,15,26,01,10,16
2024,138,06,20,18,26,19,05,14
2024,139,26,43,10,12,25,46,14
2024,140,05,13,30,36,23,07,35
2024,141,23,05,19,06,28,46,43
2024,142,05,02,23,35,31,22,27
2024,143,31,34,42,35,38,28,12
2024,144,10,09,02,17,28,05,16
2024,145,45,29,27,23,11,38,02
2024,146,03,15,08,28,38,40,43
2024,147,21,33,06,17,38,35,02
2024,148,10,15,45,23,49,09,27
2024,149,12,32,45,46,01,06,22
2024,150,24,16,45,27,40,15,33
2024,151,12,41,09,05,44,26,48
2024,152,16,35,18,30,15,40,21
2024,153,34,28,08,27,06,16,32
2024,154,14,08,34,28,36,26,46
2024,155,40,29,23,47,07,32,44
2024,156,38,44,06,12,26,25,42
2024,157,11,13,47,29,41,48,45
2024,158,47,12,06,27,42,05,20
2024,159,29,07,44,49,06,01,43
2024,160,48,15,36,49,32,03,27
2024,161,20,23,19,41,47,11,35
2024,162,11,25,06,44,05,13,01
2024,163,20,31,25,42,27,01,40
2024,164,20,07,42,32,19,24,44
2024,165,40,17,26,37,41,29,03
2024,166,07,12,15,33,29,43,32
2024,167,32,02,29,11,34,49,14
2024,168,11,32,02,34,44,10,14
2024,169,22,03,15,09,16,40,45
2024,170,12,43,34,28,01,08,10
2024,171,19,33,42,43,13,08,16
2024,172,10,20,07,30,29,05,32
2024,173,11,10,47,41,17,09,49
2024,174,12,31,02,45,47,43,48
2024,175,30,04,13,14,06,16,40
2024,176,28,36,15,30,12,01,03
2024,177,49,12,17,48,05,36,11
2024,178,45,44,12,15,11,49,20
2024,179,23,40,25,12,16,35,01
2024,180,47,28,49,01,39,11,02
2024,181,49,45,46,23,37,11,27
2024,182,09,20,15,30,10,05,27
2024,183,33,49,15,26,02,11,25
2024,184,18,10,24,21,05,27,42
2024,185,38,44,06,12,26,25,42
2024,186,42,15,38,23,17,43,29
2024,187,22,27,02,33,11,19,39
2024,188,32,07,33,29,08,40,46
2024,189,42,27,32,26,03,20,43
2024,190,38,15,12,03,16,34,41
2024,191,11,02,48,19,38,22,39
2024,192,02,20,03,21,27,10,31
2024,193,35,32,39,49,26,01,04
2024,194,08,46,15,14,06,32,05
2024,195,34,40,05,17,03,26,21
2024,196,48,07,12,20,06,18,39
2024,197,09,03,17,15,22,19,10
2024,198,08,19,44,22,23,43,16
2024,199,20,04,35,36,45,08,15
2024,200,10,49,46,28,01,15,43
2024,201,43,20,13,24,08,40,25
2024,202,33,04,23,11,19,29,43
2024,203,11,31,12,20,09,48,45
2024,204,27,30,03,34,31,04,05
2024,205,10,25,30,16,07,42,40
2024,206,26,11,43,31,36,16,14
2024,207,15,24,47,01,05,11,18
2024,208,42,28,03,11,05,13,04
2024,209,21,46,05,29,39,12,33
2024,210,33,25,24,07,14,26,19
2024,211,32,45,09,27,12,43,20
2024,212,44,13,32,40,22,17,49
2024,213,29,22,17,19,40,04,38
2024,214,32,48,18,27,44,36,06
2024,215,13,21,26,32,33,02,20
2024,216,18,07,09,06,28,36,15
2024,217,22,37,49,18,11,30,15
